,installation_cost,meter_id,n_batteries,n_panels,savings per year,time for return
1177,1900,meter_158,0,3,155.30509431775,12.23398374886951
1178,6700,meter_158,1,3,224.07689449311943,29.900450089492526
1179,11500,meter_158,2,3,242.3287407592626,47.45619510078865
1180,2500,meter_158,0,4,175.55058979059504,14.240909147511934
1181,7300,meter_158,1,4,257.04060567681256,28.40018206764803
1182,12100,meter_158,2,4,289.7677951781476,41.75757348245339
1183,4900,meter_158,0,8,224.04084864866002,21.871011601478802
1184,9700,meter_158,1,8,309.1037187379851,31.381052416979504
1185,9100,meter_158,0,15,254.2800817833094,35.78730955323026
1186,28300,meter_158,0,47,280.54205682174256,100.87614071348284
1187,700,meter_157,0,1,227.5936566153414,3.075656898395362
1188,5500,meter_157,1,1,232.42588298215946,23.663457483442876
1189,1300,meter_157,0,2,283.79562979572233,4.5807611658281955
1190,6100,meter_157,1,2,301.26999471903105,20.2476187702959
1191,10900,meter_157,2,2,304.03671329347117,35.850933533407805
1192,2500,meter_157,0,4,379.68635475658266,6.584382000250582
1193,7300,meter_157,1,4,412.580818497715,17.693503121596116
1194,12100,meter_157,2,4,427.90757759052485,28.27713420765543
1195,16900,meter_157,3,4,436.7958299652,38.6908455635816
1196,4900,meter_157,0,8,540.040258220215,9.073397631777855
1197,9700,meter_157,1,8,601.9212392800002,16.11506517298317
1198,14500,meter_157,2,8,629.05537858841,23.05043481630785
1199,19300,meter_157,3,8,645.8449774933051,29.88333218121227
1200,24100,meter_157,4,8,658.624183478875,36.59142892795553
1201,7300,meter_157,0,12,657.1318739755352,11.108881320633941
1202,12100,meter_157,1,12,736.9739456146225,16.418490873390137
1203,16900,meter_157,2,12,783.1766059179926,21.578785515676678
1204,21700,meter_157,3,12,812.6551498336701,26.702593350256183
1205,26500,meter_157,4,12,834.4936043884601,31.75578561733847
1206,10300,meter_157,0,17,760.7369922610595,13.539501962940411
1207,15100,meter_157,1,17,848.7941005366333,17.789944570129933
1208,19900,meter_157,2,17,903.3972550885239,22.027961550591602
1209,24700,meter_157,3,17,944.7745042549614,26.143804567925066
1210,29500,meter_157,4,17,978.5427889625281,30.14686770240934
1211,15700,meter_157,0,26,877.0275391588139,17.90137629550195
1212,20500,meter_157,1,26,964.7805249111213,21.24835594280733
1213,25300,meter_157,2,26,1023.3017442700126,24.723890232443733
1214,30100,meter_157,3,26,1068.5011324541088,28.170302385049432
1215,34900,meter_157,4,26,1107.5427793474873,31.511198168400732
1216,27100,meter_157,0,45,985.2990344582875,27.504340359878103
1217,31900,meter_157,1,45,1062.9334038881063,30.01128752122468
1218,75100,meter_157,0,125,1090.9965999772658,68.83614486201418
1219,1900,meter_156,0,3,166.70959876379698,11.397064200796386
1220,6700,meter_156,1,3,211.31793452707313,31.70578027366449
1221,5500,meter_156,0,9,224.47356804921822,24.501771178663077
1222,10300,meter_156,1,9,275.40834391803946,37.39901214853985
1223,22300,meter_156,0,37,286.09282002392695,77.94673070835883
1224,1300,meter_155,0,2,68.58548894280125,18.954446779320488
1225,6100,meter_155,1,2,108.9444983092738,55.99181321376321
1226,3700,meter_155,0,6,123.38366291476632,29.98776266316528
1227,8500,meter_155,1,6,187.6637221527713,45.293783489386456
1228,9100,meter_155,0,15,175.25779553368756,51.923510576457204
1229,700,meter_154,0,1,71.12376672229624,9.841998424143648
1230,5500,meter_154,1,1,87.9589362737525,62.52917819381627
1231,700,meter_154,0,1,71.12376672229624,9.841998424143648
1232,5500,meter_154,1,1,87.9589362737525,62.52917819381627
1233,1300,meter_154,0,2,97.32544922073254,13.357246335967288
1234,6100,meter_154,1,2,151.2740830809213,40.324157818473886
1235,2500,meter_154,0,4,118.88072848224749,21.029480824331642
1236,7300,meter_154,1,4,188.55953582736504,38.7145628459941
1237,6100,meter_154,0,10,143.0019619848125,42.65675739922959
1238,21100,meter_154,0,35,161.1159496824219,130.96158413608666
1239,700,meter_153,0,1,140.83351555741388,4.970407769978799
1240,5500,meter_153,1,1,144.70904762333384,38.007298716498106
1241,1300,meter_153,0,2,213.44752848960388,6.090489822951112
1242,6100,meter_153,1,2,229.89596118396776,26.53374147412119
1243,10900,meter_153,2,2,229.9189918844288,47.40800188215421
1244,3100,meter_153,0,5,384.34026751515944,8.065769480887733
1245,7900,meter_153,1,5,437.4719891151876,18.058299037563998
1246,12700,meter_153,2,5,456.0613170873065,27.847132664331546
1247,17500,meter_153,3,5,466.32635693940006,37.52736627381788
1248,4300,meter_153,0,7,473.9348566183353,9.072976886911771
1249,9100,meter_153,1,7,541.7395381560551,16.797740166748962
1250,13900,meter_153,2,7,576.3812698972982,24.11598142749634
1251,18700,meter_153,3,7,594.3567324279156,31.46258632187356
1252,5500,meter_153,0,9,537.776640697932,10.227294351911686
1253,10300,meter_153,1,9,614.5476667195658,16.760294697693745
1254,15100,meter_153,2,9,666.217499386222,22.66527074703298
1255,19900,meter_153,3,9,701.2495289154065,28.377915676861136
1256,24700,meter_153,4,9,720.643452373772,34.27492460888827
1257,7900,meter_153,0,13,610.2757007851471,12.944968953927372
1258,12700,meter_153,1,13,695.0525739579408,18.271999091637788
1259,17500,meter_153,2,13,761.0070250847065,22.995845535134322
1260,22300,meter_153,3,13,817.150199510122,27.28996457856677
1261,27100,meter_153,4,13,862.2180881712095,31.430563069582448
1262,12100,meter_153,0,20,672.7393072690002,17.986164728682517
1263,16900,meter_153,1,20,754.8371951816877,22.38893380967032
1264,21700,meter_153,2,20,824.5417659785626,26.317648050546637
1265,26500,meter_153,3,20,886.2021980268127,29.902882275629636
1266,31300,meter_153,4,20,936.8874119276876,33.408496689691724
1267,24700,meter_153,0,41,733.5900660875533,33.67003063677266
1268,97900,meter_153,0,163,798.9511262305314,122.53565554365548
1269,700,meter_152,0,1,29.616340093523775,23.63560108337186
1270,5500,meter_152,1,1,70.47575833374873,78.04101906862654
1271,1900,meter_152,0,3,60.19009803288867,31.566654019433805
1272,6100,meter_152,0,10,116.23934853048121,52.477926598155435
1273,21100,meter_152,0,35,162.25170789034996,130.04485607177352
1274,700,meter_151,0,1,39.56132395785943,17.69404888333963
1275,5500,meter_151,1,1,66.73961910461315,82.40982004075943
1276,1300,meter_151,0,2,60.7932321143025,21.383959279476375
1277,6100,meter_151,1,2,126.23763910079501,48.32156275617154
1278,1900,meter_151,0,3,72.2082425155981,26.312785546464042
1279,6700,meter_151,1,3,145.43665120378125,46.068167442965745
1280,4900,meter_151,0,8,94.96835464782004,51.59613450365782
1281,18100,meter_151,0,30,113.20086028586874,159.89277779596068
1282,1300,meter_150,0,2,146.46911302803528,8.875591400291816
1283,6100,meter_150,1,2,153.74770302354,39.67538948576059
1284,1300,meter_150,0,2,146.46911302803528,8.875591400291816
1285,6100,meter_150,1,2,153.74770302354,39.67538948576059
1286,1900,meter_150,0,3,205.7729149514414,9.233479539561195
1287,6700,meter_150,1,3,234.56143998185394,28.56394469832008
1288,11500,meter_150,2,3,235.96045925239014,48.73697922285898
1289,2500,meter_150,0,4,247.84057556876996,10.087129576191241
1290,7300,meter_150,1,4,297.0267331959601,24.576912392541804
1291,12100,meter_150,2,4,313.5690973192102,38.58798619968064
1292,3700,meter_150,0,6,299.6790450435126,12.34654227980061
1293,8500,meter_150,1,6,369.017978562759,23.03410807545357
1294,13300,meter_150,2,6,421.57715704832003,31.548198894646443
1295,6700,meter_150,0,11,373.5523721137506,17.935905378107947
1296,11500,meter_150,1,11,452.11207023843144,25.436171155384585
1297,16300,meter_150,2,11,518.9531366763435,31.409387183578872
1298,13300,meter_150,0,22,462.9018874823262,28.73179038507982
1299,18100,meter_150,1,22,542.2281528513527,33.38078243414625
1300,31300,meter_150,0,52,560.1542757884251,55.87746332194787
1301,124900,meter_150,0,208,667.8736490601,187.0114207616546
1302,700,meter_149,0,1,64.62365536384755,10.831946847618301
1303,5500,meter_149,1,1,71.46441564781941,76.96137931224827
1304,700,meter_149,0,1,64.62365536384755,10.831946847618301
1305,5500,meter_149,1,1,71.46441564781941,76.96137931224827
1306,700,meter_149,0,1,64.62365536384755,10.831946847618301
1307,5500,meter_149,1,1,71.46441564781941,76.96137931224827
1308,1300,meter_149,0,2,99.76466573973875,13.030665620545228
1309,6100,meter_149,1,2,151.91275219340505,40.15462765254817
1310,1900,meter_149,0,3,118.65062702703756,16.0134004143698
1311,6700,meter_149,1,3,194.06981991888128,34.52365753109121
1312,3700,meter_149,0,6,149.65907521421502,24.722857566131506
1313,8500,meter_149,1,6,232.41006018413503,36.57328771941101
1314,7300,meter_149,0,12,173.69685737956004,42.02724280755488
1315,26500,meter_149,0,44,195.15241426626753,135.79129983933063
1316,700,meter_148,0,1,78.2267437920687,8.948346384717754
1317,5500,meter_148,1,1,83.33912213068618,65.99541559095513
1318,700,meter_148,0,1,78.2267437920687,8.948346384717754
1319,5500,meter_148,1,1,83.33912213068618,65.99541559095513
1320,1300,meter_148,0,2,126.91320032019746,10.24322132544248
1321,6100,meter_148,1,2,164.79917861667246,37.01474759281884
1322,1300,meter_148,0,2,126.91320032019746,10.24322132544248
1323,6100,meter_148,1,2,164.79917861667246,37.01474759281884
1324,1900,meter_148,0,3,151.92087191255678,12.506510633335553
1325,6700,meter_148,1,3,217.68371377408874,30.77860021697917
1326,3700,meter_148,0,6,186.05674475434,19.88640618691515
1327,8500,meter_148,1,6,263.1915454765737,32.295870236289836
1328,7900,meter_148,0,13,210.81444143089374,37.473713595610896
1329,25300,meter_148,0,42,230.86754142721122,109.58664801295456
1330,700,meter_147,0,1,224.14797285777502,3.1229370093128597
1331,5500,meter_147,1,1,231.0084558088762,23.8086522882539
1332,700,meter_147,0,1,224.14797285777502,3.1229370093128597
1333,5500,meter_147,1,1,231.0084558088762,23.8086522882539
1334,700,meter_147,0,1,224.14797285777502,3.1229370093128597
1335,5500,meter_147,1,1,231.0084558088762,23.8086522882539
1336,1300,meter_147,0,2,262.9692555139337,4.943543675702113
1337,6100,meter_147,1,2,311.9419640932562,19.554919511170297
1338,10900,meter_147,2,2,314.10167335147867,34.70213922675585
1339,1900,meter_147,0,3,282.0011626588787,6.737560874166769
1340,6700,meter_147,1,3,348.6903676767875,19.214755040811593
1341,11500,meter_147,2,3,375.90343888682185,30.59296300681744
1342,3700,meter_147,0,6,308.0039548024525,12.012832764998441
1343,8500,meter_147,1,6,381.1114274874112,22.303188482273388
1344,13300,meter_147,2,6,423.43059946369,31.41010596977534
1345,7900,meter_147,0,13,329.3498901498275,23.98664835262626
1346,12700,meter_147,1,13,402.9293920079225,31.519169988349446
1347,27700,meter_147,0,46,348.0855605077012,79.57813578821852
1348,1900,meter_146,0,3,373.73752854606596,5.083781677990657
1349,6700,meter_146,1,3,375.63929402766644,17.836259695202532
1350,4300,meter_146,0,7,591.7673290205669,7.266369380541712
1351,9100,meter_146,1,7,614.1676171568122,14.816802035455648
1352,13900,meter_146,2,7,630.0816332947065,22.060633520321307
1353,18700,meter_146,3,7,644.2092925000086,29.02783337295581
1354,23500,meter_146,4,7,654.8156521118435,35.88796316063954
1355,6700,meter_146,0,11,772.1696807241703,8.676849359996217
1356,11500,meter_146,1,11,808.2003150692335,14.229145653098225
1357,16300,meter_146,2,11,832.5498464204622,19.578407311083712
1358,21100,meter_146,3,11,853.4169543707528,24.724139697409218
1359,25900,meter_146,4,11,871.0494482187721,29.734247639974367
1360,30700,meter_146,5,11,886.8979513697834,34.61503090923246
1361,9100,meter_146,0,15,909.8831776288598,10.00128392714595
1362,13900,meter_146,1,15,970.3162638549225,14.325226235802091
1363,18700,meter_146,2,15,1015.8241059065911,18.40869880057713
1364,23500,meter_146,3,15,1044.3548701759162,22.501929823951073
1365,28300,meter_146,4,15,1063.7101978629848,26.604990773666803
1366,33100,meter_146,5,15,1079.572022342466,30.66029807643523
1367,11500,meter_146,0,19,1026.8095209352255,11.19974032722809
1368,16300,meter_146,1,19,1097.666306029266,14.84968602066702
1369,21100,meter_146,2,19,1152.5977364265318,18.306473571098277
1370,25900,meter_146,3,19,1193.2067238838943,21.706213585266568
1371,30700,meter_146,4,19,1223.0179496023693,25.10183927388904
1372,35500,meter_146,5,19,1247.395471270063,28.459298448354073
1373,40300,meter_146,6,19,1268.7151414936193,31.76441951544462
1374,15700,meter_146,0,26,1158.8081212481254,13.548403495041002
1375,20500,meter_146,1,26,1240.357128811063,16.527498027644793
1376,25300,meter_146,2,26,1305.0500487713505,19.386229688140222
1377,30100,meter_146,3,26,1353.430761685769,22.23977823772002
1378,34900,meter_146,4,26,1392.2986643194254,25.06646087824813
1379,39700,meter_146,5,26,1426.2303157449755,27.835616423048158
1380,44500,meter_146,6,26,1457.9173760975941,30.522991720637215
1381,24100,meter_146,0,40,1295.6786439953755,18.60029113830637
1382,28900,meter_146,1,40,1381.4693168206254,20.919755254870037
1383,33700,meter_146,2,40,1451.2406556517506,23.221510415076793
1384,38500,meter_146,3,40,1502.8006005468756,25.61883458523352
1385,43300,meter_146,4,40,1546.0302147493755,28.00721459833778
1386,48100,meter_146,5,40,1585.9148659225004,30.32949689390863
1387,42700,meter_146,0,71,1414.3888514142818,30.189717599444617
1388,121300,meter_146,0,202,1580.8088876492855,76.73286818394415
1389,700,meter_145,0,1,91.440416901525,7.6552581858178925
1390,5500,meter_145,1,1,109.06337259625008,50.42939594726146
1391,700,meter_145,0,1,91.440416901525,7.6552581858178925
1392,5500,meter_145,1,1,109.06337259625008,50.42939594726146
1393,1900,meter_145,0,3,134.94684325515124,14.079617975261327
1394,6700,meter_145,1,3,207.75232213041755,32.24994036790617
1395,3100,meter_145,0,5,156.0485471937282,19.865612693923197
1396,7900,meter_145,1,5,238.51434216406875,33.121697958799324
1397,6700,meter_145,0,11,187.72558998240373,35.69039255984236
1398,22300,meter_145,0,37,214.37466171952252,104.02348776263608
1399,700,meter_144,0,1,149.42160925909866,4.684730699066375
1400,5500,meter_144,1,1,154.775035612995,35.5354465157572
1401,1300,meter_144,0,2,202.57664147446485,6.417324280518627
1402,6100,meter_144,1,2,235.09415385969623,25.947051000002617
1403,10900,meter_144,2,2,235.94823683074003,46.19657322474179
1404,1900,meter_144,0,3,240.09703977393428,7.913466995632114
1405,6700,meter_144,1,3,290.33922161119494,23.07645506114996
1406,11500,meter_144,2,3,307.1759968152562,37.43782105122102
1407,3100,meter_144,0,5,295.03692959840623,10.507159236708468
1408,7900,meter_144,1,5,354.2894427701093,22.298152432179972
1409,12700,meter_144,2,5,384.5052213854967,33.029460443314115
1410,4900,meter_144,0,8,353.41303034663497,13.864797218127404
1411,9700,meter_144,1,8,419.02130534841,23.149180903664536
1412,14500,meter_144,2,8,456.678063983685,31.75103238704721
1413,8500,meter_144,0,14,420.23806350742234,20.226630422424527
1414,13300,meter_144,1,14,491.6442880540775,27.052078755234295
1415,18100,meter_144,2,14,539.9862111566124,33.51937443223055
1416,18700,meter_144,0,31,489.4356084087343,38.20727319125374
1417,56500,meter_144,0,94,545.27138485108,103.61812772447395
1418,700,meter_143,0,1,76.40356702669396,9.161875907644903
1419,5500,meter_143,1,1,85.9289617742188,64.00635928141936
1420,700,meter_143,0,1,76.40356702669396,9.161875907644903
1421,5500,meter_143,1,1,85.9289617742188,64.00635928141936
1422,1900,meter_143,0,3,164.08217085038427,11.579564008404574
1423,6700,meter_143,1,3,215.67291541312807,31.06556049082911
1424,4900,meter_143,0,8,321.80038476034997,15.22683076854961
1425,9700,meter_143,1,8,379.57608436017495,25.5548239198226
1426,14500,meter_143,2,8,421.2748117660499,34.41933767464932
1427,9100,meter_143,0,15,490.3685585349531,18.55747037939701
1428,13900,meter_143,1,15,553.2389920924377,25.124765605236885
1429,18700,meter_143,2,15,600.3596231395782,31.14799743228638
1430,15100,meter_143,0,25,618.9142078625782,24.397565620844105
1431,19900,meter_143,1,25,692.986878445625,28.71627244174645
1432,24700,meter_143,2,25,753.3662600671873,32.78617759945499
1433,31300,meter_143,0,52,745.7299140436626,41.97230044089043
1434,94300,meter_143,0,157,858.5206556716405,109.84010620714412
1435,700,meter_142,0,1,124.17492739596196,5.637208852700834
1436,5500,meter_142,1,1,126.6274154772509,43.43451202309421
1437,1900,meter_142,0,3,233.07837634668954,8.151764354038011
1438,6700,meter_142,1,3,261.5193451539226,25.619519642252765
1439,11500,meter_142,2,3,268.2213601538981,42.875034238144245
1440,3100,meter_142,0,5,327.1255003556157,9.476485314137886
1441,7900,meter_142,1,5,378.1383196601346,20.89182605746069
1442,12700,meter_142,2,5,396.95219340771246,31.993777111985217
1443,4300,meter_142,0,7,417.78656999161205,10.292336587282668
1444,9100,meter_142,1,7,486.43617641716446,18.707490193319625
1445,13900,meter_142,2,7,519.7591189440557,26.743157538513774
1446,18700,meter_142,3,7,539.1076069952751,34.68695258118272
1447,6100,meter_142,0,10,512.920536951275,11.892680367718382
1448,10900,meter_142,1,10,596.3961944882062,18.276441232750937
1449,15700,meter_142,2,10,645.7734908800562,24.311930145358144
1450,20500,meter_142,3,10,682.8729882377876,30.020223896836235
1451,8500,meter_142,0,14,590.7046000567939,14.389595068639654
1452,13300,meter_142,1,14,677.8710909048089,19.62024959973942
1453,18100,meter_142,2,14,737.1778518318802,24.553097946474743
1454,22900,meter_142,3,14,786.4181361032938,29.11936913544444
1455,27700,meter_142,4,14,825.9274278969162,33.5380556019714
1456,13900,meter_142,0,23,674.6990963017669,20.601776519622113
1457,18700,meter_142,1,23,758.790442875497,24.644485411722975
1458,23500,meter_142,2,23,826.1371897635057,28.445638679850777
1459,28300,meter_142,3,23,884.2000341406663,32.00633217290488
1460,27700,meter_142,0,46,745.8677065293065,37.1379532288567
1461,88300,meter_142,0,147,808.6911711413788,109.18877706476533
1462,700,meter_141,0,1,119.85189712580791,5.84054167507431
1463,5500,meter_141,1,1,123.09586644638898,44.68062298741261
1464,700,meter_141,0,1,119.85189712580791,5.84054167507431
1465,5500,meter_141,1,1,123.09586644638898,44.68062298741261
1466,1300,meter_141,0,2,183.3634280067829,7.089745289621827
1467,6100,meter_141,1,2,205.54598425497284,29.67705753099587
1468,10900,meter_141,2,2,205.71918946588016,52.98484807518569
1469,2500,meter_141,0,4,273.92788365648516,9.126489668116754
1470,7300,meter_141,1,4,328.92780684367017,22.193319774480113
1471,12100,meter_141,2,4,353.4723780700051,34.23181201899629
1472,4300,meter_141,0,7,368.98904071746074,11.653462638454243
1473,9100,meter_141,1,7,437.64003995352004,20.79334423094942
1474,13900,meter_141,2,7,480.80409744585074,28.90990337611557
1475,18700,meter_141,3,7,513.4871610210844,36.417658355497146
1476,6100,meter_141,0,10,430.0998154903689,14.182754282387261
1477,10900,meter_141,1,10,505.21713676608147,21.574881782061887
1478,15700,meter_141,2,10,558.4771953753689,28.11215951162978
1479,20500,meter_141,3,10,600.0840621360751,34.161880465592866
1480,10300,meter_141,0,17,506.12319895939254,20.350776295528775
1481,15100,meter_141,1,17,583.6064474945746,25.87360037714521
1482,19900,meter_141,2,17,645.2218798481764,30.842103501949683
1483,21100,meter_141,0,35,575.7849099822221,36.645628661319876
1484,64300,meter_141,0,107,637.4632199225257,100.86856463313244
1485,700,meter_140,0,1,43.119985698221285,16.233771618084635
1486,5500,meter_140,1,1,53.421857899578754,102.9541130961559
1487,700,meter_140,0,1,43.119985698221285,16.233771618084635
1488,5500,meter_140,1,1,53.421857899578754,102.9541130961559
1489,1300,meter_140,0,2,75.09273607989746,17.311927462821714
1490,6100,meter_140,1,2,119.15621100160507,51.193302881356566
1491,1900,meter_140,0,3,93.59872492481065,20.29942183001211
1492,6700,meter_140,1,3,157.67064159042377,42.49364328334749
1493,3700,meter_140,0,6,123.1312270795388,30.04924167295043
1494,6700,meter_140,0,11,145.59043456346,46.01950684527699
1495,22300,meter_140,0,37,172.97690416565695,128.91894503235923
1496,700,meter_139,0,1,139.56331416834655,5.015644721331521
1497,5500,meter_139,1,1,141.39178043681682,38.89900801169813
1498,700,meter_139,0,1,139.56331416834655,5.015644721331521
1499,5500,meter_139,1,1,141.39178043681682,38.89900801169813
1500,1300,meter_139,0,2,205.59934332746877,6.322977393606858
1501,6100,meter_139,1,2,225.51099768716267,27.04967856362442
1502,10900,meter_139,2,2,226.3670302564126,48.151888495657914
1503,1900,meter_139,0,3,252.124481556594,7.535959968145774
1504,6700,meter_139,1,3,299.16635760401266,22.395566311865725
1505,11500,meter_139,2,3,307.28809049482834,37.424164345196274
1506,3100,meter_139,0,5,317.53822339510964,9.76260422085533
1507,7900,meter_139,1,5,402.51466570948446,19.626614066534003
1508,12700,meter_139,2,5,435.0194269043752,29.194098503540346
1509,17500,meter_139,3,5,450.57879226817204,38.838934056142804
1510,4900,meter_139,0,8,384.1443883179502,12.755620409959882
1511,9700,meter_139,1,8,481.8689072095252,20.12995620774151
1512,14500,meter_139,2,8,535.4426384819252,27.080398455210947
1513,19300,meter_139,3,8,572.9285357419252,33.686574844813904
1514,7900,meter_139,0,13,447.57626649987833,17.650623125706215
1515,12700,meter_139,1,13,538.2172707344253,23.596418566558064
1516,17500,meter_139,2,13,600.4626445925751,29.144194326816233
1517,22300,meter_139,3,13,649.7751793530814,34.31956268659256
1518,15100,meter_139,0,25,501.9334023663282,30.08367231352239
1519,48100,meter_139,0,80,549.5580640405001,87.52487343440244
1520,700,meter_138,0,1,48.727331342506886,14.365654360992282
1521,5500,meter_138,1,1,53.40243956193757,102.99154954561493
1522,700,meter_138,0,1,48.727331342506886,14.365654360992282
1523,5500,meter_138,1,1,53.40243956193757,102.99154954561493
1524,700,meter_138,0,1,48.727331342506886,14.365654360992282
1525,5500,meter_138,1,1,53.40243956193757,102.99154954561493
1526,1300,meter_138,0,2,82.29864922457631,15.796128031853401
1527,6100,meter_138,1,2,132.78780743874628,45.93795257003449
1528,1900,meter_138,0,3,98.53562252546567,19.282366633538665
1529,6700,meter_138,1,3,168.34900945845567,39.79827396402586
1530,3700,meter_138,0,6,121.19690760566755,30.528831742460863
1531,7300,meter_138,0,12,138.43210042005254,52.733433776191994
1532,25900,meter_138,0,43,155.31607312605442,166.7567269678495
1533,3100,meter_137,0,5,489.6498854010565,6.331054274547393
1534,7900,meter_137,1,5,492.6057366782377,16.03716605752839
1535,12700,meter_137,2,5,492.90155360168797,25.765794218337614
1536,17500,meter_137,3,5,493.07209116328795,35.49176745881693
1537,3700,meter_137,0,6,561.4754879166028,6.589780105502253
1538,8500,meter_137,1,6,574.8795221424953,14.785706696112072
1539,13300,meter_137,2,6,575.1665830243901,23.123735614236843
1540,18100,meter_137,3,6,575.3393830243901,31.459692372967094
1541,4900,meter_137,0,8,661.457243397215,7.407886222295817
1542,9700,meter_137,1,8,716.8019982147753,13.532328347518906
1543,14500,meter_137,2,8,737.8964508787901,19.650453641200436
1544,19300,meter_137,3,8,742.2279312986802,26.002794001878488
1545,24100,meter_137,4,8,742.4339842549302,32.460798550574914
1546,5500,meter_137,0,9,695.5267224295128,7.907676042680574
1547,10300,meter_137,1,9,758.6494575541221,13.576757878674416
1548,15100,meter_137,2,9,801.7105538265296,18.834727730511165
1549,19900,meter_137,3,9,821.5176240860153,24.223460844360915
1550,24700,meter_137,4,9,827.2269230910933,29.858796069769678
1551,29500,meter_137,5,9,827.5819681117964,35.64601590741149
1552,7900,meter_137,0,13,778.9111431705521,10.142363566456511
1553,12700,meter_137,1,13,849.9066312400471,14.942817873382399
1554,17500,meter_137,2,13,913.5569100014206,19.155894732352017
1555,22300,meter_137,3,13,973.280716742827,22.91219749491081
1556,27100,meter_137,4,13,1028.0867736145428,26.359642683391346
1557,31900,meter_137,5,13,1075.4596768296565,29.661735058294227
1558,36700,meter_137,6,13,1106.4942570683008,33.1678178766495
1559,11500,meter_137,0,19,842.6803209368488,13.646930768734327
1560,16300,meter_137,1,19,917.8270254674139,17.759337595990964
1561,21100,meter_137,2,19,986.9586895291234,21.37880766829945
1562,25900,meter_137,3,19,1053.771841868186,24.578375480296593
1563,30700,meter_137,4,19,1120.9669210626478,27.38707041497459
1564,35500,meter_137,5,19,1178.4460691247803,30.124416322560677
1565,18700,meter_137,0,31,902.9856538888957,20.709077624284014
1566,23500,meter_137,1,31,980.214494304769,23.974344530242544
1567,28300,meter_137,2,31,1053.5252619234188,26.862194028772265
1568,33100,meter_137,3,31,1125.8860752808407,29.399066856514363
1569,37900,meter_137,4,31,1200.0553753521488,31.58187595208136
1570,40300,meter_137,0,67,967.3351528318601,41.660845139373166
1571,145900,meter_137,0,243,1026.8510469754901,142.08487241624488
1572,700,meter_136,0,1,85.21839826288254,8.214188652556379
1573,5500,meter_136,1,1,87.97853809662121,62.51524654751255
1574,700,meter_136,0,1,85.21839826288254,8.214188652556379
1575,5500,meter_136,1,1,87.97853809662121,62.51524654751255
1576,700,meter_136,0,1,85.21839826288254,8.214188652556379
1577,5500,meter_136,1,1,87.97853809662121,62.51524654751255
1578,1300,meter_136,0,2,139.39703497726373,9.325879852552356
1579,6100,meter_136,1,2,171.66001360235498,35.53535778070284
1580,1900,meter_136,0,3,164.55299763260444,11.546432014821802
1581,6700,meter_136,1,3,229.10891893658686,29.24373276735873
1582,11500,meter_136,2,3,249.23898396387312,46.140454503164364
1583,2500,meter_136,0,4,178.74154125566503,13.986675858546482
1584,7300,meter_136,1,4,250.8062271582275,29.10613537276572
1585,12100,meter_136,2,4,291.99468793115,41.43911002536143
1586,4300,meter_136,0,7,200.46508395986683,21.45011946749221
1587,9100,meter_136,1,7,276.22032030468375,32.94471597876029
1588,9100,meter_136,0,15,219.80882424608433,41.399611827285895
1589,34300,meter_136,0,57,237.79434924868121,144.24228375641363
1590,1900,meter_135,0,3,220.5137634605253,8.61624222535263
1591,6700,meter_135,1,3,223.5497314559375,29.97095973394446
1592,11500,meter_135,2,3,223.65217129951247,51.41912968329437
1593,3100,meter_135,0,5,353.8248596583535,8.761396819300092
1594,7900,meter_135,1,5,387.9207266817907,20.364985566961796
1595,12700,meter_135,2,5,391.2522814728063,32.45987461643135
1596,4300,meter_135,0,7,454.39224330452066,9.463189707484208
1597,9100,meter_135,1,7,517.7445627947552,17.576234795936294
1598,13900,meter_135,2,7,546.050419117802,25.455524825815193
1599,18700,meter_135,3,7,558.3849863426799,33.489439109890114
1600,6100,meter_135,0,10,569.3712555031691,10.713572104389536
1601,10900,meter_135,1,10,643.7161870872376,16.932928235534355
1602,15700,meter_135,2,10,691.9887070149753,22.68823152869782
1603,20500,meter_135,3,10,731.7842268124814,28.0137221449747
1604,25300,meter_135,4,10,762.0436330298189,33.20019865451721
1605,7900,meter_135,0,13,647.3210693960875,12.204144702674725
1606,12700,meter_135,1,13,726.1084631227652,17.490499897744307
1607,17500,meter_135,2,13,783.8185546009631,22.326595737337623
1608,22300,meter_135,3,13,835.4632511183813,26.691778447643763
1609,27100,meter_135,4,13,878.8444235373199,30.83594692553591
1610,12100,meter_135,0,20,753.1746384890253,16.065331175083525
1611,16900,meter_135,1,20,833.6644205377002,20.271945861741074
1612,21700,meter_135,2,20,901.2875379590376,24.07666708577772
1613,26500,meter_135,3,20,965.3480545607626,27.451238830182973
1614,31300,meter_135,4,20,1021.896175623775,30.629334707994367
1615,19900,meter_135,0,33,842.1536907854806,23.62989109676546
1616,24700,meter_135,1,33,924.0510700998282,26.73012433969865
1617,29500,meter_135,2,33,996.8946180227475,29.591894134718718
1618,34300,meter_135,3,33,1066.2280530164364,32.169478098951544
1619,40300,meter_135,0,67,927.7303454210476,43.43934657188557
1620,133900,meter_135,0,223,1008.1322497878677,132.81987559486902
1621,3100,meter_134,0,5,522.748103362575,5.930198464727587
1622,7900,meter_134,1,5,532.347390496775,14.839933736930488
1623,12700,meter_134,2,5,532.5283083775876,23.848497441745582
1624,17500,meter_134,3,5,532.640330815575,32.85519136938829
1625,4300,meter_134,0,7,652.9331102568237,6.585666942680613
1626,9100,meter_134,1,7,686.7667432703049,13.250496022371202
1627,13900,meter_134,2,7,696.3269847468648,19.96188616049837
